tier,,start,stop,duration,input_code,id
Caregiver linguistic,,151.657,152.187,0.53,label - object present,150_18m_socpop_JR.eaf
Caregiver linguistic,,166.214,167.094,0.88,label - object present,150_18m_socpop_JR.eaf
Caregiver linguistic,,168.969,169.837,0.868,label - object present,150_18m_socpop_JR.eaf
Caregiver linguistic,,173.846,174.896,1.05,label - object present,150_18m_socpop_JR.eaf
Caregiver linguistic,,187.652,188.222,0.57,label - object present,150_18m_socpop_JR.eaf
Caregiver linguistic,,191.955,192.477,0.522,label - object present,150_18m_socpop_JR.eaf
Caregiver linguistic,,193.121,193.524,0.403,label - object present,150_18m_socpop_JR.eaf
Caregiver linguistic,,195.953,196.498,0.545,label - object present,150_18m_socpop_JR.eaf
Caregiver linguistic,,209.882,210.615,0.733,label - object present,150_18m_socpop_JR.eaf
Caregiver linguistic,,213.498,213.974,0.476,label - object present,150_18m_socpop_JR.eaf
Caregiver linguistic,,218.732,219.198,0.466,label - object present,150_18m_socpop_JR.eaf
Caregiver linguistic,,221.253,221.934,0.681,label - object present,150_18m_socpop_JR.eaf
Caregiver linguistic,,222.886,223.46,0.574,label - object present,150_18m_socpop_JR.eaf
Caregiver linguistic,,230.296,230.865,0.569,label - object imaginary,150_18m_socpop_JR.eaf
Caregiver linguistic,,231.863,232.417,0.554,label - object present,150_18m_socpop_JR.eaf
Caregiver linguistic,,232.661,233.021,0.36,label - object imaginary,150_18m_socpop_JR.eaf
Caregiver linguistic,,234.881,235.421,0.54,label - object imaginary,150_18m_socpop_JR.eaf
Caregiver linguistic,,241.999,243.093,1.094,label - object present,150_18m_socpop_JR.eaf
Caregiver linguistic,,277.019,277.552,0.533,label - object present,150_18m_socpop_JR.eaf
Caregiver linguistic,,288.266,289.196,0.93,label - object present,150_18m_socpop_JR.eaf
Caregiver linguistic,,289.221,289.951,0.73,label - object present,150_18m_socpop_JR.eaf
Caregiver linguistic,,292.096,292.936,0.84,label - object present,150_18m_socpop_JR.eaf
Caregiver linguistic,,299.47,299.965,0.495,label - object present,150_18m_socpop_JR.eaf
Child nonlinguistic,,124.443,127.796,3.353,hold out/give,157_18m_socpop_JR.eaf
Caregiver nonlinguistic,,18.594,20.66,2.066,hold out/give,157_18m_socpop_JR.eaf
Caregiver nonlinguistic,,28.22,38.42,10.2,hold out/give,157_18m_socpop_JR.eaf
Caregiver nonlinguistic,,52.404,54.984,2.58,hold out/give,157_18m_socpop_JR.eaf
Caregiver nonlinguistic,,55.714,59.554,3.84,hold out/give,157_18m_socpop_JR.eaf
Caregiver nonlinguistic,,62.014,64.754,2.74,hold out/give,157_18m_socpop_JR.eaf
Caregiver nonlinguistic,,68.634,74.401,5.767,extended index finger,157_18m_socpop_JR.eaf
Caregiver nonlinguistic,,89.946,93.853,3.907,hold out/give,157_18m_socpop_JR.eaf
Caregiver nonlinguistic,,94.637,95.637,1,touching w/ open hand,157_18m_socpop_JR.eaf
Caregiver nonlinguistic,,102.254,104.48,2.226,hold out/give,157_18m_socpop_JR.eaf
Caregiver nonlinguistic,,123.033,123.7,0.667,touching w/ open hand,157_18m_socpop_JR.eaf
Caregiver nonlinguistic,,151.354,153.754,2.4,hold out/give,157_18m_socpop_JR.eaf
Caregiver nonlinguistic,,182.48,186.88,4.4,hold out/give,157_18m_socpop_JR.eaf
Caregiver nonlinguistic,,237.934,243.954,6.02,hold out/give,157_18m_socpop_JR.eaf
Caregiver nonlinguistic,,245.257,249.144,3.887,hold out/give,157_18m_socpop_JR.eaf
Caregiver nonlinguistic,,292.02,294.694,2.674,hold out/give,157_18m_socpop_JR.eaf
Caregiver nonlinguistic,,338.194,341.014,2.82,hold out/give,157_18m_socpop_JR.eaf
Caregiver nonlinguistic,,347.12,354.1,6.98,hold out/give,157_18m_socpop_JR.eaf
Child linguistic,,13.62,14.56,0.94,label - object present,157_18m_socpop_JR.eaf
Child linguistic,,23.38,24.34,0.96,label - object present,157_18m_socpop_JR.eaf
Child linguistic,,52.716,53.736,1.02,label - object present,157_18m_socpop_JR.eaf
Child linguistic,,58.923,59.923,1,label - object present,157_18m_socpop_JR.eaf
Child linguistic,,72.312,72.992,0.68,label - object present,157_18m_socpop_JR.eaf
Child linguistic,,78.346,78.959,0.613,label - object present,157_18m_socpop_JR.eaf
Child linguistic,,110.124,110.751,0.627,label - object present,157_18m_socpop_JR.eaf
Child linguistic,,114.353,115.046,0.693,label - object present,157_18m_socpop_JR.eaf
Child linguistic,,240.078,241.278,1.2,label - object present,157_18m_socpop_JR.eaf
Child linguistic,,245.19,246.197,1.007,label - object present,157_18m_socpop_JR.eaf
Child linguistic,,350.764,351.564,0.8,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,7.739,8.38,0.641,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,11.56,12.14,0.58,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,20.213,20.56,0.347,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,21.133,21.68,0.547,label - object imaginary,157_18m_socpop_JR.eaf
Caregiver linguistic,,22.252,22.906,0.654,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,24.416,25.096,0.68,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,26.593,27.143,0.55,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,31.326,32.006,0.68,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,47.526,48.399,0.873,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,51.69,52.73,1.04,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,53.67,54.81,1.14,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,58.26,59.1,0.84,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,59.56,60.72,1.16,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,62.9,64.013,1.113,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,66.15,66.896,0.746,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,71.423,72.43,1.007,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,72.983,73.515,0.532,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,74.016,74.423,0.407,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,79.399,80.359,0.96,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,86.172,87.159,0.987,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,89.192,89.718,0.526,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,95.339,95.979,0.64,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,109.182,109.655,0.473,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,110.678,111.524,0.846,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,111.707,112.221,0.514,label - object imaginary,157_18m_socpop_JR.eaf
Caregiver linguistic,,113.557,113.984,0.427,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,115.303,116.023,0.72,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,120.966,121.506,0.54,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,126.58,127.48,0.9,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,128.51,129.823,1.313,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,130.06,130.66,0.6,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,131.56,132,0.44,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,137.69,138.29,0.6,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,142.32,143.28,0.96,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,161.64,162.099,0.459,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,162.855,163.455,0.6,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,167.879,168.772,0.893,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,169.979,170.919,0.94,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,176.189,176.929,0.74,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,181.198,181.484,0.286,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,188.116,188.671,0.555,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,195.193,195.933,0.74,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,198.296,199.049,0.753,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,202.533,203.133,0.6,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,207.386,208.026,0.64,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,208.419,208.946,0.527,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,210.668,211.088,0.42,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,212.614,213.242,0.628,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,214.788,215.488,0.7,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,218.598,219.104,0.506,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,221.098,221.758,0.66,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,222.988,223.308,0.32,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,230.768,231.528,0.76,label - object imaginary,157_18m_socpop_JR.eaf
Caregiver linguistic,,235.928,236.494,0.566,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,238.738,239.143,0.405,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,241.024,241.944,0.92,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,242.237,242.691,0.454,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,243.837,244.477,0.64,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,246.153,247.02,0.867,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,247.419,247.992,0.573,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,249.816,250.856,1.04,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,253.276,254.049,0.773,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,254.228,254.995,0.767,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,258.091,258.891,0.8,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,258.997,259.711,0.714,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,261.02,261.886,0.866,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,263.684,264.424,0.74,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,283.654,284.214,0.56,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,287.754,288.314,0.56,label - object imaginary,157_18m_socpop_JR.eaf
Caregiver linguistic,,290.82,291.213,0.393,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,292.013,292.613,0.6,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,296.952,297.553,0.601,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,301.303,302.463,1.16,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,303.743,304.783,1.04,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,307.443,307.942,0.499,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,308.013,308.653,0.64,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,310.553,311.333,0.78,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,313.563,314.103,0.54,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,315.513,316.333,0.82,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,320.723,321.236,0.513,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,321.432,321.913,0.481,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,324.083,324.823,0.74,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,338.513,338.963,0.45,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,339.277,340.231,0.954,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,348.514,348.974,0.46,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,351.444,352.164,0.72,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,352.544,352.824,0.28,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,353.35,353.764,0.414,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,354.004,354.51,0.506,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,355.284,356.564,1.28,label - object present,157_18m_socpop_JR.eaf
Caregiver linguistic,,356.824,358.03,1.206,label - object present,157_18m_socpop_JR.eaf
Child nonlinguistic,,100.321,101.707,1.386,hold out/give,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,21.95,22.83,0.88,extended index finger,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,36.24,39.34,3.1,hold out/give,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,85.48,88.663,3.183,hold out/give,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,116.867,118.1,1.233,hold out/give,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,119.668,120.453,0.785,hold out/give,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,121.1,122.893,1.793,hold out/give,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,122.992,123.492,0.5,extended index finger,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,133.947,138.048,4.101,hold out/give,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,139.047,141.453,2.406,hold out/give,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,161.173,164.533,3.36,descriptive or iconic gesture,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,165.866,167.373,1.507,extended index finger,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,167.566,168.753,1.187,extended index finger,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,177.313,181.339,4.026,hold out/give,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,191.52,194.519,2.999,hold out/give,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,201.42,202.273,0.853,hold out/give,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,203.273,214.214,10.941,hold out/give,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,216.774,218.494,1.72,extended index finger,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,218.716,219.816,1.1,extended index finger,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,251.124,253.709,2.585,hold out/give,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,254.236,255.509,1.273,extended index finger,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,260.924,268.063,7.139,hold out/give,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,279.051,281.691,2.64,hold out/give,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,295.761,298.067,2.306,hold out/give,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,298.226,298.546,0.32,extended index finger,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,338.24,341.013,2.773,hold out/give,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,344.494,345.273,0.779,extended index finger,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,367.747,368.76,1.013,extended index finger,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,371.573,371.98,0.407,extended index finger,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,372.499,372.872,0.373,touching w/ open hand,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,375.333,376.947,1.614,hold out/give,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,377.21,378.196,0.986,extended index finger,182_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,379.054,381.133,2.079,hold out/give,182_18m_socpop_consensus.eaf
Child nonlinguistic,,6.879,10.313,3.434,hold out/give,190_18m_socpop_JR.eaf
Child nonlinguistic,,195.153,198.12,2.967,hold out/give,190_18m_socpop_JR.eaf
Child nonlinguistic,,202.9,204.52,1.62,hold out/give,190_18m_socpop_JR.eaf
Child nonlinguistic,,222.4,224.073,1.673,hold out/give,190_18m_socpop_JR.eaf
Child nonlinguistic,,286.357,289.317,2.96,hold out/give,190_18m_socpop_JR.eaf
Child nonlinguistic,,297.096,301.11,4.014,hold out/give,190_18m_socpop_JR.eaf
Caregiver nonlinguistic,,28.193,33.84,5.647,hold out/give,190_18m_socpop_JR.eaf
Caregiver nonlinguistic,,43.706,50.66,6.954,hold out/give,190_18m_socpop_JR.eaf
Caregiver nonlinguistic,,60.964,64.53,3.566,hold out/give,190_18m_socpop_JR.eaf
Caregiver nonlinguistic,,73.876,77.127,3.251,hold out/give,190_18m_socpop_JR.eaf
Caregiver nonlinguistic,,91.16,102.014,10.854,hold out/give,190_18m_socpop_JR.eaf
Caregiver nonlinguistic,,107.366,113.713,6.347,hold out/give,190_18m_socpop_JR.eaf
Caregiver nonlinguistic,,126.697,129.083,2.386,hold out/give,190_18m_socpop_JR.eaf
Caregiver nonlinguistic,,137.589,143.063,5.474,hold out/give,190_18m_socpop_JR.eaf
Caregiver nonlinguistic,,144.48,150.253,5.773,hold out/give,190_18m_socpop_JR.eaf
Caregiver nonlinguistic,,250.706,255.713,5.007,hold out/give,190_18m_socpop_JR.eaf
Caregiver nonlinguistic,,265.163,273.023,7.86,hold out/give,190_18m_socpop_JR.eaf
Caregiver nonlinguistic,,298.623,301.763,3.14,hold out/give,190_18m_socpop_JR.eaf
Caregiver nonlinguistic,,335.331,338.603,3.272,hold out/give,190_18m_socpop_JR.eaf
Child linguistic,,14.62,15.34,0.72,english,190_18m_socpop_JR.eaf
Caregiver linguistic,,9.42,10.52,1.1,label - object present,190_18m_socpop_JR.eaf
Caregiver linguistic,,11.92,12.82,0.9,english,190_18m_socpop_JR.eaf
Caregiver linguistic,,13.579,14.18,0.601,english,190_18m_socpop_JR.eaf
Caregiver linguistic,,15.36,16.56,1.2,english,190_18m_socpop_JR.eaf
Caregiver linguistic,,18.861,19.961,1.1,label - object present,190_18m_socpop_JR.eaf
Caregiver linguistic,,20.359,21.039,0.68,label - object present,190_18m_socpop_JR.eaf
Caregiver linguistic,,22.935,23.895,0.96,label - object present,190_18m_socpop_JR.eaf
Caregiver linguistic,,25.678,26.912,1.234,label - object present,190_18m_socpop_JR.eaf
Caregiver linguistic,,34.063,35.049,0.986,label - object present,190_18m_socpop_JR.eaf
Caregiver linguistic,,38.543,39.343,0.8,label - object present,190_18m_socpop_JR.eaf
Caregiver linguistic,,49.571,50.198,0.627,label - object imaginary,190_18m_socpop_JR.eaf
Caregiver linguistic,,51.659,52.359,0.7,label - object imaginary,190_18m_socpop_JR.eaf
